id,title,company,location,experience,description,deadline,url,scraped_at
219,Business Development Officer,Business,Addis Ababa,0 years - 1 years,"The candidates must hold a Bachelor’s degree in business, Finance, Marketing, Communications, or a related field. 0–1 year of experience (internships are a plus).",about 12 hours left 2026-05-042026-04-03T12:56:06.103918+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69cfabd86ec7a7593ecb1b35?save=true,2026-05-03 12:17:38
220,Finance Officer II,Finance,Addis Ababa,4 years - 2 years,"Candidates must hold a Master's Degree or Bachelor's Degree in Accounting/Finance and meet specific experience requirements: four years of professional experience for BA holders and two years for MA holders. Excellent English proficiency is mandatory, with Amharic and Afan Oromo preferred.",1 day left 2026-05-052026-04-27T12:11:03.238937+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ed01401d0d423c26ecc458?save=true,2026-05-03 12:17:38
221,Store keeper,Business,Addis Ababa,1 years,"Bachelor’s Degree in Logistics and Supply Chain Management, Procurement & Supply Management, or a related field of study with 1 year of relevant work experience.",1 day left 2026-05-052026-04-29T12:45:08.925156+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f385421c3123a5dd732d?save=true,2026-05-03 12:17:38
222,Time keepers,Business,Addis Ababa,1 years,Diploma in any field of study with relevant work experience,1 day left 2026-05-052026-04-30T13:39:22.926936+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f38e7733e523a5d8327c?save=true,2026-05-03 12:17:38
223,Marketing / Sales Expert,Business,Addis Ababa,2 years,"BA in Marketing Management and other similar fields of business studies, with a minimum of 2 years proven experience in sales of construction materials (rebar, sanitary, electrical, and related products)",1 day left 2026-05-052026-04-28T12:55:10.524188+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f077c29b12977d94062656?save=true,2026-05-03 12:17:38
224,Secretary Cashier I,Business,Bishoftu,1 years - 3 years,"Diploma or TVET Level 4 in Accounting, Finance, or related fields with similar work experince 
Position tasks:
  - Responsible for processing and receiving payments and issuing receipts to customers as they leave with their purchases. null",1 day left 2026-05-052026-04-30T07:22:52.861935+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f271819d3e7d2010fc8d5a?save=true,2026-05-03 12:17:38
225,Maintenance Technician,Low and Medium Skilled Worker,Addis Ababa,2 years,"The role requires a Diploma in Plumbing, Electricity, Woodwork, Sanitary or related fields and at least two years of proven experience in similar maintenance duties. Candidates must possess excellent communication skills, strong personality traits, general maintenance capability, diagnostic and problem‑solving abilities.",1 day left 2026-05-052026-04-27T11:43:19.242515+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d3920612f6d95bd2230?save=true,2026-05-03 12:17:38
226,Store Keeper,Low and Medium Skilled Worker,Addis Ababa,2 years,"The position requires a Diploma in Management, Accounting, Purchasing or related fields. Applicants must have at least two years of relevant post‑qualification experience in a similar role. Strong communication skills, proficiency in written and spoken English, excellent organizational abilities and computer skills are essential.",1 day left 2026-05-052026-04-27T11:41:53.57776+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7ce6e825cf6d951b8fcd?save=true,2026-05-03 12:17:38
227,Senior Architect (3),Engineering,Addis Ababa,10 years,"The role requires a Bachelor’s degree or higher in Architectural Engineering, along with a minimum of 10 years of relevant professional experience. Candidates should demonstrate strong technical expertise, project management capabilities, and the ability to oversee architectural design and construction processes effectively.",1 day left 2026-05-052026-04-30T10:46:13.520894+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f2715b9877a52010d2ea0b?save=true,2026-05-03 12:17:38
228,Quality and safety Engineer,Engineering,Addis Ababa,6 years,"The position requires a Bachelor of Science degree in Electrical or Mechanical Engineering, with experience in transformer testing or manufacturing considered an advantage. Candidates should have a minimum of six years of relevant professional experience.",1 day left 2026-05-052026-04-29T12:35:57.266143+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f39b561c0223a5eccece?save=true,2026-05-03 12:17:38
229,Mobile Assembler,Low and Medium Skilled Worker,Addis Ababa,0 years,"The Mobile Assembler role is an entry‑level position in a modern mobile manufacturing environment. Candidates should have TVET Level 2–4 credentials in Electricity, Automotive Technology, IT, Electronics or related fields, or at least Grade 10/12 completion. The job targets 400 female and 100 male applicants aged 18–26 with no prior experience required.

Applicants will work on mobile assembly lines under strict Standard Operating Procedures (SOPs) while maintaining quality control, resource management, and workplace standards such as 5S principles. They must follow instructions from team leaders and production engineers, adhere to punctuality rules, and support continuous improvement initiatives.

Transport and meal services are provided for all employees. The role offers hands‑on experience in a leading mobile technology company in Ethiopia, with opportunities for skill development through technical training.",1 day left 2026-05-052026-04-21T11:19:47.675631+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5ebc8423c8d7ac7c89070?save=true,2026-05-03 12:17:38
230,Painting,Low and Medium Skilled Worker,Addis Ababa,2 years - 4 years,"YunaBek Investment P.L.C is seeking a Painting Specialist with a Level IV Diploma in General Maintenance and 2‑4 years of hands‑on painting experience. The role involves surface preparation, paint application, color matching, quality control, safety compliance, equipment maintenance, and documentation. Candidates must have proficiency with various paint types, strong attention to detail, good time‑management skills, and the physical stamina to work in positions that may involve standing, climbing ladders or scaffolding, and lifting up to 25 kg.",1 day left 2026-05-052026-05-02T07:30:52.250145+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f37a422bfd23a505c3b6?save=true,2026-05-03 12:17:38
231,Re-Advert Call for consultants for Policy and Strategy Analysis to Strengthen the Enabling Environment for Facial Cleanliness and Environmental Improvement (F&E) Interventions in Trachoma Elimination Efforts,Social Science,Addis Ababa,0 years,"The position seeks a consultancy firm with proven experience in analysing national and regional policies, strategies, and guidelines across health, WASH, NTD, ONWP, TSEDU, and implementing organizations. The consultant must possess strong knowledge of policy analysis methodologies—quantitative, qualitative, and mixed approaches—and demonstrate clear understanding of the assignment objectives, sound methodology, and a detailed work plan. A multidisciplinary team with demonstrated technical expertise and relevant CVs is required, along with a summary page outlining each member’s responsibilities.",1 day left 2026-05-052026-04-28T08:50:11.562917+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ef7a04d4e9f87f7cce709d?save=true,2026-05-03 12:17:38
232,Project Officer,Business,Addis Ababa,4 years,The role requires a Master's Degree or Bachelor's Degree in project management or related field of study with relevant work experience.,1 day left 2026-05-052026-04-22T12:54:47.657004+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88e36addd537d42d0b5a4?save=true,2026-05-03 12:17:38
233,Sanitary Engineer (3),Engineering,Addis Ababa,10 years,"The role requires a Bachelor’s degree or higher in Sanitary Engineering or a related field. Candidates should have a minimum of 10 years of relevant professional experience, demonstrating strong technical expertise in sanitary engineering design, implementation, and project management.",1 day left 2026-05-052026-04-30T11:11:26.170651+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f2715e86055a20108ed05c?save=true,2026-05-03 12:17:38
234,Finance Officer II,Finance,Addis Ababa,4 years,"The applicants must hold a Master's Degree or Bachelor's Degree in Accounting, Finance or in a related field of study with relevant work experience.",1 day left 2026-05-052026-04-22T11:09:34.828911+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88e3af55f457d42246ed5?save=true,2026-05-03 12:17:38
235,Business wing Finance Officer,Finance,Addis Ababa,4 years - 4 years,"The Finance Department is seeking a Business Wing Finance Officer with a Master's Degree or Bachelor's Degree in Accounting/Finance. Candidates must have 2 to 4 years of relevant experience, strong command of English, and proficiency in Amharic or Afan Oromo. The role involves managing the PLC’s financial records, reporting, and budgeting.",1 day left 2026-05-052026-04-23T07:28:35.486906+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88e3837da697d42ded2fa?save=true,2026-05-03 12:17:38
236,Junior Customer Service Officer,Finance,Assela,0 years,"The position requires a Bachelor’s degree in Accounting, Banking & Insurance, Banking & Finance, Management, Business Administration, Sales, Marketing, Economics, or a related field, with a minimum cumulative GPA of 3.00. No prior work experience is required.",1 day left 2026-05-052026-04-29T11:30:27.146371+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1c8f31be83f4496ba8784?save=true,2026-05-03 12:17:54
237,Project Coordinator,Business,Dukem,4 years,"The candidates must hold Master's Degree or Bachelor's Degree in project management, social work or related field of study with relevant work experience.",1 day left 2026-05-052026-04-22T13:39:13.156247+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88e355264ab7d4296b3ea?save=true,2026-05-03 12:17:54
